weaponDetailId,WEAPON_ID,WEAPON_TYPE_ID,MANUFACTURE_DETAILS_MAKE,MANUFACTURE_DETAILS_MODEL,MANUFACTURE_DETAILS_SERIAL_NO,BARREL_QUANTITY,BARREL_UNIT,BARREL_VALUE,CALIBRE,MAG_CAP,OVERALL_LENGTH_QUANTITY,OVERALL_LENGTH_UNIT,OVERALL_LENGTH_VALUE,IS_CORRECT,CHANGES,DATE_RETURNED,DETAILS,QUANTITY,IS_MARKED_FOR_TRANSFER,DB_INSERT_DATE,DB_UPDATE_DATE,DB_UPDATE_AGENT,DB_UPDATE_CASE_ID,WEAPON_REGISTRATION_NUMBER,DB_UPDATE_PC_NUMBER,DB_UPDATE_IP_ADDRESS,DB_UPDATE_SESSION_ID,CATEGORY_CHOICE_CODE,ACTION_CHOICE_CODE,TYPE_CHOICE_CODE,DESCRIPTION_CHOICE_CODE
29359692,58931557,1,ADLER,B-230,19AU-03280,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,19:44.8,19:05.4,4037810,14081403,10653801,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29360172,58924242,1,ADLER,B-230,19AU-02428,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,51:08.2,02:42.6,4038793,14083408,10646729,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A07
29360207,58923854,1,ADLER,B-220,19AU-02040,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,04:56.7,07:19.8,4038793,14066630,10646341,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A07
29360236,58921061,1,BUCKMASTER,SB 410,18K0187,1,NULL,,0.41,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,40:49.2,12:45.8,4037810,14082851,10643560,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29360237,58923915,1,ADLER,B-220,19AU-02101,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,43:05.4,25:56.8,4038793,14080806,10646402,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A07
29360316,58923968,1,ADLER,B-220,19AU-02154,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32:32.6,06:15.7,4038793,14066629,10646455,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A07
29360388,32051317,1,WINCHESTER,94,4869676,1,NULL,NULL,30-30,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16:02.7,51:41.9,4037810,14083491,7060962,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A16
29360796,58923805,1,ADLER,B-220,19AU-01991,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,44:00.3,43:49.7,4037810,14082886,10646292,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29361292,58919102,1,SCHMIDT-RUBIN,K11,155917,1,NULL,,7.5X55,6,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,53:29.6,22:58.7,4037810,14081406,10641689,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29362954,58933753,1,HOWA,1500,B512251,1,NULL,,0.308,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,18:57.5,32:17.4,4037810,14081425,10655984,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29362987,58818523,1,STURM RUGER,AMERICAN,834-22629,1,NULL,,.17HMR,9,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,20:31.9,56:37.5,4037810,14080558,10543310,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29363102,58847797,1,HOWA,1500,B512318,1,NULL,,.308WIN,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,23:30.3,45:45.4,4037810,14080554,10572055,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29363110,58931479,1,ADLER,B-230,19AU-03202,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,32:48.9,14:56.4,4037810,14081399,10653723,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29363119,58924271,1,ADLER,B-230,19AU-02457,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,20:31.0,16:03.7,4037810,14081400,10646758,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29363663,58926693,1,ESCORT,SPORTER,34258,1,NULL,,12G,2,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,32:54.6,49:21.7,4037810,14082891,10648781,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29364595,31882302,1,CZ-UB,ZKM452,821937,1,NULL,NULL,0.22,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11:46.7,05:35.5,1246582,14081464,9332654,10.46.158.88,10.46.158.88,3649CC21FA6457F50FC0C9A7D6FEA7BB.pk33_215_K1,NULL,BLT,CAA,A91
29364776,58927207,1,REMINGTON,700 ADL,G6235536,1,NULL,,0.223,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,58:14.6,06:15.4,4037810,14082848,10649430,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29365362,58922509,1,PARKER HALE,WHITWORTH,194,1,NULL,,0.45,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,53:10.2,02:17.7,4037810,14080591,10644642,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BML,CAB,A14
29365558,58856708,1,SAVAGE,A22R,N133681,1,NULL,,0.22,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,49:48.6,41:14.5,4037810,14080586,10581084,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAA,A91
29365825,58558866,1,WEATHERBY,VANGUARD,VB116907,1,NULL,NULL,0.223,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:28.4,50:16.4,4037810,14081437,10315490,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29366323,58863137,1,DIANA,31,25011062,1,NULL,,0.177,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,20:08.8,49:33.7,4037810,14081436,10587289,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,AIR,CAA,A04
29366478,58934304,1,TIKKA,T3X,X54187,1,NULL,,0.308,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,05:35.4,53:39.7,4037810,14083493,10656540,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29366553,58925430,1,BOITO,MIURA,J591457-19,1,NULL,,0.41,2,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,00:33.9,24:30.5,4037810,14082852,10647907,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29366655,32167369,1,C.V.A.,KENTUCKY,31364,1,NULL,NULL,0.45,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,30:32.1,20:40.2,4037810,14080576,6783150,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BML,CAB,A14
29366658,58608256,1,BERETTA,SILVER PIGEON S,Z44880S,1,NULL,NULL,12G,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,02:17.3,30:41.1,4037810,14082857,10363932,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29366909,58453418,1,WINCHESTER,P 14,W173212,1,NULL,NULL,0.303,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,53:57.7,07:18.4,4037810,14083460,10212641,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29366923,31817387,1,SAKO,L579,114173,1,NULL,,.22/250,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,40:38.2,27:22.7,4037810,14081422,850269,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29367023,58878542,1,WINCHESTER,COOEY 840,901882,1,NULL,,12G,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,54:07.2,33:10.4,4037810,14082862,10602619,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29367028,31857516,1,STIRLING,1500,A123010,1,NULL,,.22MAG,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,45:02.6,25:41.1,4037810,14081421,4107968,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29367029,58925441,1,BOITO,REUNA,U40756519,1,NULL,,0.41,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,47:54.0,30:34.5,4037810,14081423,10647918,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29368143,58921316,1,NORINCO,,1.66E+11,1,NULL,NULL,0.22,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11:12.5,31:14.5,4037810,14083483,10643901,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29368147,58930849,1,BOITO,MIURA,U40693118,1,NULL,,12G,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,34:21.5,17:21.2,4037810,14081401,10653091,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29370056,58932804,1,HOWA,1500,B576310,1,NULL,NULL,0.308,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:20.7,42:08.7,4037810,14082882,10655204,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29370059,31528152,1,ISRAELI WEAPONS INDUSTRY,TIMBER WOLF,6999,1,NULL,,.357MAG,9,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,25:21.8,34:58.9,4037810,14082868,3316114,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,PMP,CAB,A16
29370119,NULL,1,NULL,NULL,NULL,1,NULL,127,9mm,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:28.1,48:10.7,4036691,13618573,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,SAU,CAH,A30
29370654,58930969,1,STEYR MANNLICHER,,3163560,1,NULL,,0.22,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,49:41.4,55:57.4,4037810,14083450,10653155,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29370675,31444234,1,REMINGTON,514,74636,1,NULL,,0.22,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,49:09.6,25:36.3,4037810,14082853,4774630,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29370764,NULL,1,NULL,NULL,NULL,1,NULL,,.22LR,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,19:48.6,49:41.0,4036691,13625170,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAA,A91
29370956,NULL,1,NULL,NULL,NULL,1,NULL,,0.22,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,45:17.7,51:44.9,4036691,13630760,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,AIR,CAA,A04
29370961,32091641,1,REMINGTON,CZ527-2,69304,1,NULL,,0.223,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,53:31.2,36:28.6,4037810,14080548,2375594,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29370973,NULL,1,NULL,NULL,NULL,1,NULL,,6.5CREMOOR,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,09:29.7,15:15.6,4036691,13630785,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAB,A16
29370997,58856988,1,SAVAGE,MKII,3202135,1,NULL,,0.22,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,24:48.1,57:39.1,4037810,14080560,10581364,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29371003,NULL,1,NULL,NULL,NULL,1,NULL,,0.223,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,11:36.8,02:37.6,4036691,13630567,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAB,A16
29371082,32187564,1,STRAYER VOIGHT,INFINITY,LTD1203ET,-2147483648,mm,127,0.38,10,-2147483648,mm,250,NULL,NULL,NULL,NULL,NULL,0,30:23.0,33:58.2,4037810,14082865,4008154,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,SAU,CAH,A31
29371126,NULL,1,NULL,NULL,NULL,1,NULL,,0.177,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,50:37.8,17:01.3,4036691,13640769,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,AIR,CAA,A04
29371527,58918116,1,RUGER,PRECISION,840-79681,1,NULL,,.17HMR,9,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,12:32.2,33:07.6,4037810,14081426,10640648,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29371579,58883436,1,RUGER,MK IV,500075236,-2147483648,mm,140,.22LR,10,1,NULL,240,NULL,NULL,NULL,NULL,NULL,0,25:48.6,47:10.9,4037810,14082889,10607463,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,SAU,CAH,B03
29371586,58933813,1,MARLIN,336,MR01271I,1,NULL,,30-30,6,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,40:40.7,31:33.9,4037810,14081424,10656146,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A16
29371593,NULL,1,NULL,NULL,NULL,1,NULL,,0.177,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,51:45.7,55:57.5,4036691,13643599,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,AIR,CAA,A04
29371669,58926170,1,DESERT EAGLE,1911G,G017382,1,NULL,127,9MMLUGER,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,45:38.9,53:51.7,4037810,14081440,10648498,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,SAU,CAH,B03
29371916,NULL,1,NULL,NULL,NULL,1,NULL,,0.223,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,00:10.5,51:50.2,4036691,13644726,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAB,A16
29371933,58934627,1,DICKSON,,B03176K,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,09:30.8,46:15.0,4037810,14081433,10656857,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29371946,NULL,1,NULL,NULL,NULL,1,NULL,,.22/250,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,37:08.3,00:39.5,4036691,13647743,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAB,A16
29371968,NULL,1,NULL,NULL,NULL,1,NULL,,0.243,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,29:21.9,57:35.7,4036691,13644728,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAB,A16
29371973,58928030,1,RUGER,PRECISION,840-89159,1,NULL,,.22MAG,9,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,26:52.6,07:44.3,4037810,14080565,10650169,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29371992,58932417,1,BIRMINGHAM SMALL ARMS CO,CADET,47131,1,NULL,,0.31,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,52:45.2,59:02.7,4037810,14083497,10654603,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A16
29372256,58826356,1,HUGLU,103DE,17S7232,1,NULL,,12G,2,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,48:13.9,35:57.5,4037810,14082870,10551145,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29372257,58934297,1,MARLIN,XT,RB33514A,1,NULL,,0.22,7,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,00:41.7,36:59.3,4037810,14082873,10656533,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29373004,58353118,1,HARRINGTON & RICHARDSON,MODEL UNKNOWN,2154,1,NULL,NULL,0.41,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,50:43.8,48:53.7,4037810,14083488,10114895,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29373005,58363041,1,REMINGTON,700,6266573,1,NULL,NULL,.22/250,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,59:51.1,46:20.8,4037810,14083486,10124395,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29373040,58893855,1,RUGER,AMERICAN,690251825,1,NULL,NULL,0.308,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26:34.1,12:30.2,4037810,14080570,10617904,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29373065,58504195,1,SAVAGE,AXIS,J349755,1,NULL,NULL,0.223,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,55:34.2,26:46.6,4037810,14081408,10262492,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29373089,58923326,1,CROSMAN,1077,519112211,1,NULL,,0.177,12,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,37:15.9,58:59.5,4037810,14080561,10645859,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,AIR,CAA,A04
29373096,57832431,1,STURM RUGER,1A,134-30125,1,NULL,NULL,0.303,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,41:30.6,09:29.9,4037810,14080567,2061282,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,FLB,CAB,A16
29373402,58934280,1,MAUSER,,LL021552,1,NULL,,0.243,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,53:35.1,05:21.6,4037810,14081447,10656516,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29373417,58934611,1,MARLIN,336,MR33505I,1,NULL,NULL,30-30,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,06:58.0,38:12.8,4037810,14081430,10656641,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A16
29373418,58923595,1,ADLER,B-220,19AU-01831,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,21:16.9,42:59.2,4037810,14082883,10646082,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29373426,58511168,1,BROWNING,71,00939PR6C7,1,NULL,,0.348,6,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,35:35.9,46:09.3,4037810,14082888,10268946,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A16
29373660,58836419,1,REMINGTON,700,RR53628J,1,NULL,,0.223,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,48:05.6,24:49.1,4037810,14081420,10560958,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29373792,NULL,1,NULL,NULL,NULL,1,NULL,,6.5CREMOOR,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,06:12.7,02:58.8,4036691,13659947,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAB,A16
29373809,58934628,1,CHIAPPA,1887,8701253,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,56:10.6,37:21.8,4037810,14081429,10656858,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A08
29374471,58934494,1,CARCANO MILITARY WEAPONS,,P4360,1,NULL,NULL,6.5X52,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:47.9,35:26.1,4037810,14081428,10656725,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29375043,NULL,1,NULL,NULL,NULL,1,NULL,,0.22,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,40:50.9,04:17.6,4036691,13683402,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAA,A91
29375327,NULL,1,STEVENS,5100,2627,1,NULL,,12G,2,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,43:35.8,00:12.7,1246582,14081456,NULL,10.46.158.88,10.46.158.88,3649CC21FA6457F50FC0C9A7D6FEA7BB.pk33_199_K1,NULL,BRK,CAA,A07
29375616,NULL,1,BROWNING,TROMBONE,60201,1,NULL,,0.22,11,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,25:14.3,59:45.6,1246582,14081452,NULL,10.46.158.88,10.46.158.88,3649CC21FA6457F50FC0C9A7D6FEA7BB.pk33_199_K1,NULL,PMP,CAA,A91
29375735,58602502,1,SAVAGE,93 R 17,2575396,1,NULL,NULL,.17HMR,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,07:35.4,47:29.1,4037810,14083487,10358194,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29375822,58934303,1,BERETTA,,U70971S,1,NULL,NULL,12G,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,02:54.3,54:31.1,4037810,14083494,10656539,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29375832,58835685,1,MARLIN,336W,MR71072G,1,NULL,NULL,30-30,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,42:03.1,06:32.8,4037810,14080564,10560173,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A16
29376625,NULL,1,NULL,NULL,NULL,1,NULL,,223,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,16:17.1,09:30.3,4036691,13698017,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAB,A16
29377681,58923799,1,ADLER,B-220,19AU-01985,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,59:13.3,48:00.0,4037810,14082890,10646286,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29377929,NULL,1,NULL,NULL,NULL,1,NULL,,.22LR,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,27:58.4,18:28.0,4036691,13705589,NULL,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAA,A91
29377968,58532486,1,MARLIN,XT22MR,MM36662C,1,NULL,,.22MAG,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,59:12.8,17:26.2,4036691,13704143,10289924,10.46.158.88,10.46.158.88,64205B6A6E6C41A2D7D35BBBAB332BDF.pk43_544_K1,NULL,BLT,CAA,A91
29378637,58931879,1,ADLER,B-230,19AU-03362,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,51:53.4,44:43.9,4037810,14082887,10654123,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A07
29379054,58922778,1,HENRY ARMS CO.,H 001,M078833H,1,NULL,NULL,.22MAG,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,21:41.3,57:21.1,4037810,14083495,10645261,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAA,A91
29380039,31775964,1,SHADOW,MODEL UNKNOWN,J01634G,1,NULL,,12G,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,08:10.0,43:46.8,4010362,13737553,340196,10.46.158.88,10.46.158.88,48EF53D1A86BBC44A6A4C57723BA7A8A.pk23_543_K1,NULL,SAU,CAC,A19
